team,game_date,lineup,predicted_lineup
CHC,2025-08-26,"{'buscm003': [0.2611764705882353, 0.4894117647058824, 0.3389473684210526, 24.0, 0.3467368421052636, 0.2463157894736842, 0.0863157894736842, 0.7536842105263157, 0.4266666666666667, 0.47], 'crowp001': [0.2535496957403651, 0.5070993914807302, 0.29636711281070743, 28.0, 0.33537284894837527, 0.24665391969407266, 0.04397705544933078, 0.7533460803059273, 0.3539325842696629, 0.4297752808988764], 'happi001': [0.22587719298245615, 0.3793859649122807, 0.3301707779886148, 16.0, 0.31897533206831136, 0.222011385199241, 0.13282732447817835, 0.777988614800759, 0.3483483483483483, 0.4084084084084084], 'hoern001': [0.28870292887029286, 0.3702928870292887, 0.33852140077821014, 4.0, 0.31147859922179044, 0.07392996108949416, 0.058365758754863814, 0.9260700389105059, 0.352112676056338, 0.2981220657276995], 'kellc002': [0.2611683848797251, 0.44329896907216493, 0.3562874251497006, 13.0, 0.34790419161676694, 0.17065868263473055, 0.11976047904191617, 0.8293413173652695, 0.39473684210526316, 0.40350877192982454], 'shawm002': [0.22847682119205298, 0.40728476821192056, 0.29819277108433734, 11.0, 0.30722891566265065, 0.1927710843373494, 0.08433734939759036, 0.8072289156626506, 0.3568281938325991, 0.3039647577092511], 'suzus001': [0.24279835390946503, 0.4773662551440329, 0.3197781885397412, 27.0, 0.34621072088724586, 0.26247689463955637, 0.10166358595194085, 0.7375231053604436, 0.4378698224852071, 0.4940828402366864], 'swand001': [0.24536082474226803, 0.4041237113402062, 0.29615384615384616, 18.0, 0.3071153846153852, 0.27115384615384613, 0.06538461538461539, 0.7288461538461538, 0.4059701492537313, 0.48656716417910445], 'tuckk001': [0.2574468085106383, 0.4553191489361702, 0.36313868613138683, 21.0, 0.35784671532846724, 0.14416058394160583, 0.13686131386861314, 0.8558394160583942, 0.38786279683377306, 0.40633245382585753]}","['buscm003', 'tuckk001', 'suzus001', 'crowp001', 'kellc002', 'happi001', 'hoern001', 'swand001', 'shawm002']"
CHC,2025-08-30,"{'buscm003': [0.2608695652173913, 0.4965675057208238, 0.33811475409836067, 26.0, 0.348975409836066, 0.23975409836065573, 0.0860655737704918, 0.7602459016393442, 0.42443729903536975, 0.4694533762057878], 'castw003': [0.23380281690140844, 0.38591549295774646, 0.31313131313131315, 11.0, 0.2944444444444448, 0.24242424242424243, 0.07828282828282829, 0.7575757575757576, 0.3968871595330739, 0.3968871595330739], 'crowp001': [0.25343811394891946, 0.5009823182711198, 0.2949907235621521, 28.0, 0.33283858998144766, 0.24489795918367346, 0.04267161410018553, 0.7551020408163265, 0.35772357723577236, 0.43089430894308944], 'happi001': [0.2302771855010661, 0.39232409381663114, 0.3314814814814815, 17.0, 0.3238888888888891, 0.2222222222222222, 0.12962962962962962, 0.7777777777777778, 0.3538011695906433, 0.4152046783625731], 'hoern001': [0.29006085192697767, 0.3793103448275862, 0.3408662900188324, 5.0, 0.3148775894538612, 0.07156308851224105, 0.0583804143126177, 0.928436911487759, 0.35827664399092973, 0.30839002267573695], 'kellc002': [0.25752508361204013, 0.43478260869565216, 0.3508771929824561, 13.0, 0.3423976608187139, 0.1695906432748538, 0.11695906432748537, 0.8304093567251462, 0.3872340425531915, 0.4], 'suzus001': [0.24444444444444444, 0.4767676767676768, 0.3249097472924188, 27.0, 0.3487364620938628, 0.259927797833935, 0.10649819494584838, 0.740072202166065, 0.4405797101449275, 0.48695652173913045], 'swand001': [0.250501002004008, 0.42685370741482964, 0.30093457943925234, 21.0, 0.317383177570094, 0.2672897196261682, 0.06542056074766354, 0.7327102803738318, 0.41210374639769454, 0.4899135446685879], 'tuckk001': [0.2587991718426501, 0.453416149068323, 0.36524822695035464, 21.0, 0.35851063829787244, 0.14893617021276595, 0.13829787234042554, 0.851063829787234, 0.3875968992248062, 0.4082687338501292]}","['buscm003', 'tuckk001', 'suzus001', 'happi001', 'crowp001', 'kellc002', 'castw003', 'swand001', 'hoern001']"
CHC,2025-09-01,"{'buscm003': [0.2635135135135135, 0.5, 0.3420523138832998, 26.0, 0.35090543259557383, 0.23943661971830985, 0.08651911468812877, 0.7605633802816901, 0.43037974683544306, 0.46835443037974683], 'crowp001': [0.2495164410058027, 0.4932301740812379, 0.291970802919708, 28.0, 0.32864963503649686, 0.2427007299270073, 0.043795620437956206, 0.7572992700729927, 0.35561497326203206, 0.42780748663101603], 'happi001': [0.23319327731092437, 0.4012605042016807, 0.33515482695810567, 18.0, 0.32877959927140277, 0.2204007285974499, 0.13114754098360656, 0.7795992714025501, 0.3563218390804598, 0.41954022988505746], 'hoern001': [0.28772635814889336, 0.3762575452716298, 0.3383177570093458, 5.0, 0.3125233644859819, 0.07102803738317758, 0.05794392523364486, 0.9289719626168225, 0.35730337078651686, 0.3056179775280899], 'kellc002': [0.2558139534883721, 0.4318936877076412, 0.3507246376811594, 13.0, 0.34144927536231934, 0.17101449275362318, 0.11884057971014493, 0.8289855072463768, 0.3855932203389831, 0.3983050847457627], 'shawm002': [0.2267080745341615, 0.39751552795031053, 0.29261363636363635, 11.0, 0.3011363636363637, 0.20170454545454544, 0.07954545454545454, 0.7982954545454546, 0.3541666666666667, 0.31666666666666665], 'suzus001': [0.24652087475149106, 0.47713717693836977, 0.3268206039076377, 27.0, 0.34991119005328597, 0.261101243339254, 0.10657193605683836, 0.738898756660746, 0.44571428571428573, 0.4857142857142857], 'swand001': [0.2485207100591716, 0.42209072978303747, 0.2983425414364641, 21.0, 0.3143646408839785, 0.26519337016574585, 0.06445672191528545, 0.7348066298342542, 0.4124293785310734, 0.4830508474576271], 'tuckk001': [0.2653061224489796, 0.46122448979591835, 0.3717277486910995, 21.0, 0.3633507853403143, 0.14834205933682373, 0.13787085514834205, 0.8516579406631762, 0.3893129770992366, 0.41475826972010177]}","['buscm003', 'tuckk001', 'suzus001', 'happi001', 'crowp001', 'kellc002', 'swand001', 'shawm002', 'hoern001']"
CHC,2025-09-06,"{'buscm003': [0.2554585152838428, 0.4847161572052402, 0.33268101761252444, 26.0, 0.341291585127202, 0.23874755381604695, 0.08414872798434442, 0.761252446183953, 0.42201834862385323, 0.46788990825688076], 'castw003': [0.23035230352303523, 0.3794037940379404, 0.3106796116504854, 11.0, 0.29004854368932076, 0.24271844660194175, 0.07766990291262135, 0.7572815533980582, 0.40074906367041196, 0.3895131086142322], 'crowp001': [0.25190839694656486, 0.49236641221374045, 0.2936936936936937, 28.0, 0.3293693693693699, 0.24144144144144145, 0.043243243243243246, 0.7585585585585586, 0.35526315789473684, 0.4263157894736842], 'happi001': [0.23877551020408164, 0.4142857142857143, 0.3421516754850088, 20.0, 0.33668430335097016, 0.21693121693121692, 0.13403880070546736, 0.783068783068783, 0.3638888888888889, 0.4222222222222222], 'hoern001': [0.28793774319066145, 0.3832684824902724, 0.33815551537070526, 6.0, 0.3151898734177221, 0.07233273056057866, 0.05786618444846293, 0.9276672694394213, 0.3630434782608696, 0.30434782608695654], 'kellc002': [0.255663430420712, 0.4368932038834951, 0.3502824858757062, 14.0, 0.34293785310734515, 0.17231638418079095, 0.11864406779661017, 0.827683615819209, 0.3925619834710744, 0.39669421487603307], 'shawm002': [0.22822822822822822, 0.3963963963963964, 0.2978142076502732, 11.0, 0.303825136612022, 0.20765027322404372, 0.08469945355191257, 0.7923497267759563, 0.35772357723577236, 0.3130081300813008], 'suzus001': [0.24324324324324326, 0.4671814671814672, 0.3253012048192771, 27.0, 0.34578313253012044, 0.25817555938037867, 0.10843373493975904, 0.7418244406196214, 0.4419889502762431, 0.4861878453038674], 'swand001': [0.2466281310211946, 0.4238921001926782, 0.2992831541218638, 22.0, 0.3155913978494629, 0.26344086021505375, 0.06810035842293907, 0.7365591397849462, 0.4132231404958678, 0.4903581267217631]}","['buscm003', 'happi001', 'suzus001', 'hoern001', 'crowp001', 'kellc002', 'swand001', 'castw003', 'shawm002']"
CHC,2025-09-09,"{'buscm003': [0.2548596112311015, 0.4816414686825054, 0.333976833976834, 26.0, 0.3411196911196915, 0.23938223938223938, 0.08687258687258688, 0.7606177606177607, 0.42424242424242425, 0.4696969696969697], 'castw003': [0.22872340425531915, 0.375, 0.30952380952380953, 11.0, 0.2883333333333337, 0.24047619047619048, 0.07857142857142857, 0.7595238095238095, 0.39194139194139194, 0.38461538461538464], 'crowp001': [0.2509433962264151, 0.49056603773584906, 0.29359430604982206, 28.0, 0.32882562277580124, 0.24199288256227758, 0.04448398576512456, 0.7580071174377224, 0.3567708333333333, 0.4270833333333333], 'happi001': [0.23552894211576847, 0.40718562874251496, 0.3396551724137931, 20.0, 0.3331034482758622, 0.21724137931034482, 0.13448275862068965, 0.7827586206896552, 0.36239782016348776, 0.42779291553133514], 'hoern001': [0.2889733840304182, 0.38593155893536124, 0.3392226148409894, 6.0, 0.31696113074205007, 0.0706713780918728, 0.05830388692579505, 0.9293286219081273, 0.3622881355932203, 0.3050847457627119], 'kellc002': [0.2563291139240506, 0.4525316455696203, 0.35082872928176795, 16.0, 0.3483425414364646, 0.17679558011049723, 0.11878453038674033, 0.8232044198895028, 0.3943089430894309, 0.3983739837398374], 'shawm002': [0.22580645161290322, 0.39002932551319647, 0.296, 11.0, 0.3008000000000001, 0.21066666666666667, 0.08533333333333333, 0.7893333333333333, 0.36254980079681276, 0.3147410358565737], 'suzus001': [0.24293785310734464, 0.4613935969868173, 0.32323232323232326, 27.0, 0.34276094276094277, 0.25925925925925924, 0.10606060606060606, 0.7407407407407407, 0.4366576819407008, 0.49326145552560646], 'swand001': [0.24621212121212122, 0.42045454545454547, 0.2992957746478873, 22.0, 0.31443661971831033, 0.2640845070422535, 0.06866197183098592, 0.7359154929577465, 0.4146341463414634, 0.4878048780487805]}","['buscm003', 'happi001', 'suzus001', 'hoern001', 'kellc002', 'crowp001', 'swand001', 'castw003', 'shawm002']"
CHC,2025-09-27,"{'buscm003': [0.25626204238921, 0.5028901734104047, 0.3379073756432247, 32.0, 0.35180102915952, 0.2367066895368782, 0.09262435677530018, 0.7632933104631218, 0.4274193548387097, 0.47580645161290325], 'crowp001': [0.2440273037542662, 0.47440273037542663, 0.28892455858747995, 30.0, 0.31926163723916584, 0.24719101123595505, 0.0449438202247191, 0.7528089887640449, 0.35391923990498814, 0.4323040380047506], 'happi001': [0.2424778761061947, 0.42123893805309737, 0.34355828220858897, 23.0, 0.3388036809815953, 0.2254601226993865, 0.1303680981595092, 0.7745398773006135, 0.3700980392156863, 0.4362745098039216], 'hoern001': [0.2984822934232715, 0.3962900505902192, 0.34796238244514105, 7.0, 0.3260188087774301, 0.07523510971786834, 0.05956112852664577, 0.9247648902821317, 0.3754716981132076, 0.3113207547169811], 'kellc002': [0.24863387978142076, 0.42896174863387976, 0.3357487922705314, 17.0, 0.3333333333333338, 0.19082125603864733, 0.10869565217391304, 0.8091787439613527, 0.3892857142857143, 0.4035714285714286], 'shawm002': [0.22762148337595908, 0.39641943734015345, 0.29767441860465116, 13.0, 0.3041860465116281, 0.21395348837209302, 0.08604651162790698, 0.786046511627907, 0.3706293706293706, 0.3006993006993007], 'suzus001': [0.24338624338624337, 0.4673721340388007, 0.32547169811320753, 30.0, 0.34481132075471693, 0.25471698113207547, 0.1069182389937107, 0.7452830188679245, 0.42606516290726815, 0.48370927318295737], 'swand001': [0.24361158432708688, 0.41567291311754684, 0.2996845425867508, 24.0, 0.3121451104100951, 0.26498422712933756, 0.07097791798107256, 0.7350157728706624, 0.4083129584352078, 0.48655256723716384], 'tuckk001': [0.2649402390438247, 0.46215139442231074, 0.3703071672354949, 22.0, 0.3629692832764506, 0.14675767918088736, 0.13651877133105803, 0.8532423208191127, 0.38366336633663367, 0.41089108910891087]}","['hoern001', 'happi001', 'buscm003', 'suzus001', 'tuckk001', 'kellc002', 'crowp001', 'swand001', 'shawm002']"
CIN,2025-05-27,"{'bensw001': [0.2765957446808511, 0.6595744680851063, 0.34615384615384615, 5.0, 0.4076923076923077, 0.23076923076923078, 0.07692307692307693, 0.7692307692307693, 0.45714285714285713, 0.6285714285714286], 'delae003': [0.2488479262672811, 0.41013824884792627, 0.3179916317991632, 9.0, 0.31673640167364026, 0.28870292887029286, 0.08368200836820083, 0.7112970711297071, 0.2847222222222222, 0.4583333333333333], 'espis001': [0.2709677419354839, 0.3225806451612903, 0.33136094674556216, 0.0, 0.3005917159763312, 0.09467455621301775, 0.08284023668639054, 0.9053254437869822, 0.3533834586466165, 0.2631578947368421], 'friet001': [0.2864321608040201, 0.4020100502512563, 0.37168141592920356, 3.0, 0.3429203539823011, 0.1592920353982301, 0.11061946902654868, 0.8407079646017699, 0.3333333333333333, 0.3333333333333333], 'haysa001': [0.3185840707964602, 0.584070796460177, 0.35833333333333334, 6.0, 0.3974999999999999, 0.225, 0.05, 0.775, 0.3373493975903614, 0.4457831325301205], 'lux-g001': [0.29012345679012347, 0.4074074074074074, 0.3817204301075269, 1.0, 0.35752688172042996, 0.23655913978494625, 0.12903225806451613, 0.7634408602150538, 0.40869565217391307, 0.41739130434782606], 'stees001': [0.2222222222222222, 0.3388888888888889, 0.2857142857142857, 4.0, 0.27806122448979576, 0.25, 0.07653061224489796, 0.75, 0.3488372093023256, 0.3178294573643411], 'stept001': [0.20588235294117646, 0.36764705882352944, 0.2987012987012987, 2.0, 0.3, 0.38961038961038963, 0.11688311688311688, 0.6103896103896104, 0.4857142857142857, 0.6285714285714286], 'trevj001': [0.2980769230769231, 0.5, 0.33636363636363636, 3.0, 0.3654545454545453, 0.13636363636363635, 0.05454545454545454, 0.8636363636363636, 0.3176470588235294, 0.4235294117647059]}","['friet001', 'espis001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'trevj001']"
CIN,2025-05-31,"{'bensw001': [0.2727272727272727, 0.6, 0.3442622950819672, 5.0, 0.38852459016393437, 0.22950819672131148, 0.08196721311475409, 0.7704918032786885, 0.43902439024390244, 0.6097560975609756], 'delae003': [0.25217391304347825, 0.4391304347826087, 0.31746031746031744, 11.0, 0.32658730158730165, 0.28174603174603174, 0.07936507936507936, 0.7182539682539683, 0.3051948051948052, 0.461038961038961], 'espis001': [0.2603550295857988, 0.3136094674556213, 0.31693989071038253, 0.0, 0.28961748633879764, 0.10382513661202186, 0.07650273224043716, 0.8961748633879781, 0.3402777777777778, 0.2708333333333333], 'friet001': [0.3033175355450237, 0.4265402843601896, 0.3900414937759336, 4.0, 0.36099585062240697, 0.15767634854771784, 0.11618257261410789, 0.8423236514522822, 0.34911242603550297, 0.3254437869822485], 'lux-g001': [0.29411764705882354, 0.40588235294117647, 0.38144329896907214, 1.0, 0.356701030927835, 0.23195876288659795, 0.12371134020618557, 0.7680412371134021, 0.39344262295081966, 0.4262295081967213], 'mclam001': [0.1807909604519774, 0.3050847457627119, 0.27860696517412936, 6.0, 0.25721393034825857, 0.31840796019900497, 0.1044776119402985, 0.681592039800995, 0.4036697247706422, 0.46788990825688076], 'stees001': [0.2275132275132275, 0.3386243386243386, 0.2980769230769231, 4.0, 0.2850961538461537, 0.24519230769230768, 0.08653846153846154, 0.7548076923076923, 0.3602941176470588, 0.3161764705882353], 'stept001': [0.24050632911392406, 0.45569620253164556, 0.3258426966292135, 4.0, 0.34269662921348304, 0.39325842696629215, 0.11235955056179775, 0.6067415730337079, 0.5365853658536586, 0.6341463414634146], 'trevj001': [0.2962962962962963, 0.49074074074074076, 0.3333333333333333, 3.0, 0.36052631578947353, 0.13157894736842105, 0.05263157894736842, 0.868421052631579, 0.3258426966292135, 0.42696629213483145]}","['friet001', 'espis001', 'delae003', 'stept001', 'lux-g001', 'stees001', 'bensw001', 'trevj001', 'mclam001']"
CIN,2025-07-07,"{'bensw001': [0.23484848484848486, 0.4393939393939394, 0.30344827586206896, 7.0, 0.3199999999999999, 0.296551724137931, 0.08275862068965517, 0.7034482758620689, 0.43820224719101125, 0.5842696629213483], 'delae003': [0.2727272727272727, 0.48011363636363635, 0.33678756476683935, 18.0, 0.35233160621761694, 0.2538860103626943, 0.08290155440414508, 0.7461139896373057, 0.34552845528455284, 0.45528455284552843], 'friet001': [0.2787878787878788, 0.40606060606060607, 0.3687002652519894, 8.0, 0.33952254641909874, 0.15915119363395225, 0.11140583554376658, 0.8408488063660478, 0.3522727272727273, 0.3143939393939394], 'haysa001': [0.2792207792207792, 0.5454545454545454, 0.3148148148148148, 8.0, 0.3629629629629629, 0.24691358024691357, 0.043209876543209874, 0.7530864197530864, 0.35454545454545455, 0.4090909090909091], 'lux-g001': [0.26877470355731226, 0.38735177865612647, 0.35986159169550175, 4.0, 0.3387543252595159, 0.22837370242214533, 0.1245674740484429, 0.7716262975778547, 0.3989071038251366, 0.3825136612021858], 'martn004': [0.273972602739726, 0.4794520547945205, 0.3375, 3.0, 0.3562499999999999, 0.1625, 0.0875, 0.8375, 0.23728813559322035, 0.3389830508474576], 'mclam001': [0.20557491289198607, 0.3310104529616725, 0.2962962962962963, 9.0, 0.2746913580246915, 0.2777777777777778, 0.09876543209876543, 0.7222222222222222, 0.3854166666666667, 0.40625], 'stees001': [0.25333333333333335, 0.41, 0.31076923076923074, 10.0, 0.3144615384615386, 0.24307692307692308, 0.07076923076923076, 0.7569230769230769, 0.3607305936073059, 0.3059360730593607], 'stept001': [0.23163841807909605, 0.3898305084745763, 0.3165829145728643, 6.0, 0.3160804020100502, 0.36180904522613067, 0.11055276381909548, 0.6381909547738693, 0.40594059405940597, 0.5445544554455446]}","['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'stept001', 'bensw001', 'martn004']"
CIN,2025-07-08,"{'bensw001': [0.22962962962962963, 0.42962962962962964, 0.2972972972972973, 7.0, 0.3135135135135134, 0.2905405405405405, 0.08108108108108109, 0.7094594594594594, 0.42391304347826086, 0.5869565217391305], 'delae003': [0.27247191011235955, 0.47752808988764045, 0.33589743589743587, 18.0, 0.3510256410256414, 0.2512820512820513, 0.08205128205128205, 0.7487179487179487, 0.34, 0.46], 'friet001': [0.2754491017964072, 0.40119760479041916, 0.3648293963254593, 8.0, 0.33595800524934444, 0.16010498687664043, 0.11023622047244094, 0.8398950131233596, 0.34831460674157305, 0.3146067415730337], 'haysa001': [0.27388535031847133, 0.535031847133758, 0.3132530120481928, 8.0, 0.35843373493975894, 0.25301204819277107, 0.04819277108433735, 0.7469879518072289, 0.36036036036036034, 0.4144144144144144], 'lux-g001': [0.26666666666666666, 0.3843137254901961, 0.3595890410958904, 4.0, 0.33767123287671263, 0.22945205479452055, 0.1267123287671233, 0.7705479452054794, 0.3967391304347826, 0.3804347826086957], 'martn004': [0.27631578947368424, 0.47368421052631576, 0.3373493975903614, 3.0, 0.3542168674698794, 0.1566265060240964, 0.08433734939759036, 0.8433734939759037, 0.24193548387096775, 0.3387096774193548], 'mclam001': [0.2027491408934708, 0.32646048109965636, 0.2926829268292683, 9.0, 0.27134146341463433, 0.2774390243902439, 0.0975609756097561, 0.7225609756097561, 0.37948717948717947, 0.40512820512820513], 'stees001': [0.25412541254125415, 0.40924092409240925, 0.31097560975609756, 10.0, 0.3143292682926831, 0.24390243902439024, 0.0701219512195122, 0.7560975609756098, 0.3665158371040724, 0.3076923076923077], 'trevj001': [0.2777777777777778, 0.4567901234567901, 0.31976744186046513, 4.0, 0.34127906976744166, 0.12790697674418605, 0.05813953488372093, 0.872093023255814, 0.30597014925373134, 0.40298507462686567]}","['friet001', 'mclam001', 'delae003', 'lux-g001', 'haysa001', 'stees001', 'trevj001', 'bensw001', 'martn004']"
CIN,2025-07-09,"{'bensw001': [0.22302158273381295, 0.4172661870503597, 0.2894736842105263, 7.0, 0.30526315789473674, 0.29605263157894735, 0.07894736842105263, 0.7039473684210527, 0.425531914893617, 0.5957446808510638], 'delae003': [0.2709497206703911, 0.4748603351955307, 0.33587786259541985, 18.0, 0.3501272264631047, 0.25190839694656486, 0.08396946564885496, 0.7480916030534351, 0.3386454183266932, 0.46215139442231074], 'friet001': [0.2767857142857143, 0.40476190476190477, 0.3671875, 8.0, 0.33854166666666724, 0.16145833333333334, 0.11197916666666667, 0.8385416666666666, 0.34701492537313433, 0.31716417910447764], 'haysa001': [0.26875, 0.525, 0.3076923076923077, 8.0, 0.3520710059171597, 0.2603550295857988, 0.047337278106508875, 0.7396449704142012, 0.36607142857142855, 0.4107142857142857], 'lux-g001': [0.26356589147286824, 0.3798449612403101, 0.3581081081081081, 4.0, 0.3354729729729733, 0.23648648648648649, 0.12837837837837837, 0.7635135135135135, 0.3967391304347826, 0.3804347826086957], 'martn004': [0.2625, 0.45, 0.3218390804597701, 3.0, 0.3379310344827585, 0.16091954022988506, 0.08045977011494253, 0.8390804597701149, 0.234375, 0.328125], 'mclam001': [0.2033898305084746, 0.33559322033898303, 0.2921686746987952, 10.0, 0.27409638554216886, 0.27710843373493976, 0.0963855421686747, 0.7228915662650602, 0.3787878787878788, 0.41414141414141414], 'stees001': [0.25245901639344265, 0.4065573770491803, 0.3090909090909091, 10.0, 0.3124242424242426, 0.24242424242424243, 0.0696969696969697, 0.7575757575757576, 0.3632286995515695, 0.3094170403587444], 'stept001': [0.22777777777777777, 0.38333333333333336, 0.3118811881188119, 6.0, 0.31138613861386133, 0.36633663366336633, 0.10891089108910891, 0.6336633663366337, 0.4019607843137255, 0.5392156862745098]}","['friet001', 'mclam001', 'delae003', 'stees001', 'haysa001', 'lux-g001', 'stept001', 'martn004', 'bensw001']"
CIN,2025-07-10,"{'bensw001': [0.22377622377622378, 0.43356643356643354, 0.28846153846153844, 8.0, 0.31025641025641015, 0.28846153846153844, 0.07692307692307693, 0.7115384615384616, 0.41836734693877553, 0.5918367346938775], 'delae003': [0.27348066298342544, 0.48066298342541436, 0.33753148614609574, 18.0, 0.3531486146095722, 0.24937027707808565, 0.08312342569269521, 0.7506297229219143, 0.3411764705882353, 0.4627450980392157], 'friet001': [0.27647058823529413, 0.40294117647058825, 0.3676092544987147, 8.0, 0.3383033419023142, 0.15938303341902313, 0.11311053984575835, 0.8406169665809768, 0.34558823529411764, 0.31985294117647056], 'haysa001': [0.2682926829268293, 0.5182926829268293, 0.3063583815028902, 8.0, 0.34913294797687855, 0.26011560693641617, 0.046242774566473986, 0.7398843930635838, 0.3652173913043478, 0.4], 'lux-g001': [0.2633587786259542, 0.37786259541984735, 0.3566666666666667, 4.0, 0.33400000000000035, 0.23333333333333334, 0.12666666666666668, 0.7666666666666667, 0.3882978723404255, 0.3829787234042553], 'martn004': [0.27710843373493976, 0.4939759036144578, 0.3333333333333333, 4.0, 0.35888888888888876, 0.16666666666666666, 0.07777777777777778, 0.8333333333333334, 0.24242424242424243, 0.3333333333333333], 'mclam001': [0.2040133779264214, 0.33444816053511706, 0.29376854599406527, 10.0, 0.2747774480712168, 0.27596439169139464, 0.09792284866468842, 0.7240356083086054, 0.373134328358209, 0.4079601990049751], 'stees001': [0.2524271844660194, 0.4045307443365696, 0.3083832335329341, 10.0, 0.3113772455089822, 0.24251497005988024, 0.0688622754491018, 0.7574850299401198, 0.3584070796460177, 0.3053097345132743], 'trevj001': [0.28313253012048195, 0.4578313253012048, 0.32386363636363635, 4.0, 0.3437499999999998, 0.125, 0.056818181818181816, 0.875, 0.30434782608695654, 0.39855072463768115]}","['friet001', 'mclam001', 'delae003', 'lux-g001', 'haysa001', 'stees001', 'trevj001', 'bensw001', 'martn004']"
CIN,2025-07-11,"{'bensw001': [0.21768707482993196, 0.4217687074829932, 0.28125, 8.0, 0.3024999999999999, 0.29375, 0.075, 0.70625, 0.41, 0.58], 'delae003': [0.27595628415300544, 0.4808743169398907, 0.33915211970074816, 18.0, 0.35411471321695803, 0.24937655860349128, 0.08229426433915212, 0.7506234413965087, 0.34108527131782945, 0.46511627906976744], 'friet001': [0.2761627906976744, 0.4011627906976744, 0.366412213740458, 8.0, 0.3371501272264637, 0.1628498727735369, 0.11195928753180662, 0.8371501272264631, 0.3467153284671533, 0.3175182481751825], 'haysa001': [0.2754491017964072, 0.5209580838323353, 0.3163841807909605, 8.0, 0.355367231638418, 0.2542372881355932, 0.05084745762711865, 0.7457627118644068, 0.3728813559322034, 0.3983050847457627], 'lux-g001': [0.26037735849056604, 0.37358490566037733, 0.35313531353135313, 4.0, 0.33069306930693104, 0.23432343234323433, 0.1254125412541254, 0.7656765676567657, 0.38421052631578945, 0.37894736842105264], 'martn004': [0.2823529411764706, 0.49411764705882355, 0.33695652173913043, 4.0, 0.36086956521739116, 0.16304347826086957, 0.07608695652173914, 0.8369565217391305, 0.25, 0.3382352941176471], 'mclam001': [0.2026578073089701, 0.33222591362126247, 0.2961876832844575, 10.0, 0.275659824046921, 0.2756598240469208, 0.10263929618768329, 0.7243401759530792, 0.3712871287128713, 0.40594059405940597], 'stees001': [0.2523961661341853, 0.41214057507987223, 0.3076923076923077, 11.0, 0.31360946745562146, 0.2455621301775148, 0.06804733727810651, 0.7544378698224852, 0.35964912280701755, 0.30701754385964913], 'stept001': [0.22950819672131148, 0.3825136612021858, 0.3155339805825243, 6.0, 0.3131067961165049, 0.3640776699029126, 0.11165048543689321, 0.6359223300970874, 0.40384615384615385, 0.5480769230769231]}","['friet001', 'mclam001', 'delae003', 'stees001', 'haysa001', 'lux-g001', 'stept001', 'bensw001', 'martn004']"
CIN,2025-07-12,"{'bensw001': [0.2185430463576159, 0.41721854304635764, 0.2804878048780488, 8.0, 0.30060975609756085, 0.29878048780487804, 0.07317073170731707, 0.7012195121951219, 0.4117647058823529, 0.5686274509803921], 'delae003': [0.2756756756756757, 0.4837837837837838, 0.3399014778325123, 18.0, 0.35541871921182305, 0.24630541871921183, 0.08374384236453201, 0.7536945812807881, 0.3436293436293436, 0.4671814671814672], 'friet001': [0.27298850574712646, 0.39655172413793105, 0.36432160804020103, 8.0, 0.33467336683417137, 0.16331658291457288, 0.11306532663316583, 0.8366834170854272, 0.34657039711191334, 0.3140794223826715], 'haysa001': [0.26744186046511625, 0.5058139534883721, 0.3076923076923077, 8.0, 0.34560439560439554, 0.2692307692307692, 0.04945054945054945, 0.7307692307692307, 0.3697478991596639, 0.3949579831932773], 'lux-g001': [0.26022304832713755, 0.37174721189591076, 0.3517915309446254, 4.0, 0.32931596091205245, 0.23778501628664495, 0.1237785016286645, 0.762214983713355, 0.390625, 0.3802083333333333], 'martn004': [0.29545454545454547, 0.5454545454545454, 0.3473684210526316, 5.0, 0.38421052631578934, 0.15789473684210525, 0.07368421052631578, 0.8421052631578947, 0.2676056338028169, 0.3380281690140845], 'mclam001': [0.20261437908496732, 0.3333333333333333, 0.2947976878612717, 10.0, 0.2754335260115609, 0.2774566473988439, 0.10115606936416185, 0.7225433526011561, 0.375609756097561, 0.40487804878048783], 'stees001': [0.25, 0.40822784810126583, 0.30701754385964913, 11.0, 0.3099415204678364, 0.24269005847953215, 0.06725146198830409, 0.7573099415204678, 0.3593073593073593, 0.30303030303030304], 'trevj001': [0.2823529411764706, 0.45294117647058824, 0.32222222222222224, 4.0, 0.3411111111111109, 0.12777777777777777, 0.05555555555555555, 0.8722222222222222, 0.2978723404255319, 0.3971631205673759]}","['friet001', 'mclam001', 'delae003', 'haysa001', 'stees001', 'lux-g001', 'martn004', 'trevj001', 'bensw001']"
