date,vis_team,home_team,away_lineup,home_lineup
2025-08-04,HOU,MIA,"['penaj004', 'sancj003', 'altuj001', 'corrc001', 'walkc002', 'carav001', 'diazy004', 'tramt001', 'smitc010']","['edwax001', 'stowk001', 'ramia004', 'hickl001', 'lopeo001', 'marsj002', 'johnt003', 'myerd001', 'paulg001']"
2025-08-04,CLE,NYN,"['kwans001', 'marta008', 'ramij003', 'fry-d001', 'santc002', 'ariag002', 'jonen002', 'roccb001', 'hedga001']","['nimmb001', 'lindf001', 'sotoj001', 'alonp001', 'mcnej002', 'vienm001', 'mullc002', 'maurr002', 'alvaf001']"
2025-08-04,BAL,PHI,"['hollj003', 'westj002', 'hendg002', 'rutsa001', 'oneit001', 'jackj002', 'cowsc001', 'mayoc001', 'carld002']","['turnt001', 'schwk001', 'harpb003', 'realj001', 'castn001', 'badeh001', 'kempo001', 'sosae001', 'wilsw002']"
2025-08-04,SFN,PIT,"['ramoh002', 'dever001', 'adamw002', 'chapm001', 'smitd008', 'schmc003', 'lee-j001', 'bailp001', 'mccrg001']","['horws001', 'phamt001', 'gonzn001', 'cruzo001', 'mccua001', 'pegul001', 'suwij001', 'bartj003', 'kinei001']"
2025-08-04,TBA,ANA,"['diazy001', 'kim-h002', 'camij001', 'morec001', 'deluj001', 'lowej002', 'wallt003', 'mangj001', 'fortn001']","['netoz001', 'schan001', 'troum001', 'wardt002', 'moncy001', 'adelj001', 'darnt001', 'moorc002', 'teodb001']"
2025-08-04,KCA,BOS,"['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'yastm001', 'fraza001', 'ravej001', 'isbek001']","['gonzr003', 'brega001', 'abrew002', 'refsr001', 'stort001', 'rafac001', 'duraj001', 'toroa001', 'wongc001']"
2025-08-04,MIN,DET,"['marta007', 'wallm001', 'jeffr002', 'clemk001', 'lewir003', 'larnt001', 'rodea001', 'lee-b002', 'julie001']","['keitc001', 'torrg001', 'carpk001', 'greer003', 'torks001', 'perew002', 'mckiz001', 'dingd001', 'baezj001']"
2025-08-04,NYA,TEX,"['goldp001', 'rosaa003', 'bellc002', 'stanm004', 'slata001', 'chisj001', 'volpa001', 'wella002', 'cabaj001']","['haggs001', 'seagc001', 'semim001', 'garca005', 'langw001', 'jungj001', 'smitj007', 'heimj001', 'durae002']"
2025-08-05,SDN,ARI,"['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'laurr001', 'cronj001', 'iglej001', 'diaze005']","['carrc005', 'martk001', 'perdg001', 'gurrl001', 'lockt001', 'mccaj003', 'alexb001', 'thoma004', 'herrj003']"
2025-08-05,MIL,ATL,"['durbc002', 'contw002', 'yelic001', 'vauga001', 'colli001', 'turab002', 'perkb002', 'jansd001', 'ortij005']","['profj001', 'olsom001', 'baldd001', 'murps001', 'harrm004', 'albio001', 'white006', 'alvan001', 'allen002']"
2025-08-05,CIN,CHN,"['friet001', 'mclam001', 'delae003', 'haysa001', 'andum001', 'stees001', 'martn004', 'trevj001', 'espis001']","['buscm003', 'happi001', 'tuckk001', 'crowp001', 'castw003', 'hoern001', 'swand001', 'mcgur002', 'shawm002']"
2025-08-05,TOR,COL,"['luken001', 'bichb001', 'guerv002', 'barga001', 'kirka001', 'varsd001', 'cleme002', 'lopej008', 'frant002']","['freet001', 'tovae001', 'goodh001', 'beckj003', 'monim001', 'bernw002', 'estrt001', 'doylb001', 'arcio002']"
2025-08-05,SLN,LAN,"['donob001', 'herri001', 'burla001', 'contw001', 'nootl001', 'winnm001', 'gormn001', 'pozoy001', 'walkj003']","['ohtas001', 'bettm001', 'freef001', 'muncm001', 'hernt002', 'confm001', 'pagea001', 'freea001', 'rushd001']"
2025-08-05,HOU,MIA,"['penaj004', 'sancj003', 'altuj001', 'corrc001', 'walkc002', 'diazy004', 'smitc010', 'dubom001', 'uriar001']","['edwax001', 'ramia004', 'stowk001', 'lopeo001', 'hernh001', 'hickl001', 'wagae001', 'marsj002', 'sanoj001']"
2025-08-05,CLE,NYN,"['kwans001', 'schnd002', 'ramij003', 'manzk001', 'naylb001', 'ariag002', 'marta008', 'kayfc001', 'roccb001']","['marts002', 'lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'mcnej002', 'alvaf001', 'taylt002']"
2025-08-05,BAL,PHI,"['hollj003', 'westj002', 'hendg002', 'rutsa001', 'oneit001', 'cowsc001', 'jackj002', 'mayoc001', 'carld002']","['turnt001', 'schwk001', 'harpb003', 'realj001', 'castn001', 'marsb002', 'keplm001', 'sosae001', 'stotb001']"
2025-08-05,SFN,PIT,"['ramoh002', 'dever001', 'adamw002', 'chapm001', 'smitd008', 'encaj002', 'lee-j001', 'bailp001', 'kossc001']","['horws001', 'phamt001', 'reynb001', 'cruzo001', 'gonzn001', 'suwij001', 'davih001', 'trioj001', 'kinei001']"
2025-08-05,ATH,WAS,"['langs001', 'kurtn001', 'rookb001', 'bledj001', 'thomc005', 'hernd006', 'sodet001', 'urshg001', 'schum002']","['abrac001', 'woodj004', 'garcl006', 'bellj005', 'lowen001', 'housb001', 'liled001', 'milld003', 'younj004']"
2025-08-05,TBA,ANA,"['simpc001', 'diazy001', 'loweb001', 'camij001', 'lowej002', 'mangj001', 'deluj001', 'feduh001', 'wallt003']","['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'ohopl001', 'moorc002', 'perao002', 'teodb001']"
2025-08-05,KCA,BOS,"['indij001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'gricr001', 'loftn001', 'maill001', 'ravej001']","['duraj001', 'brega001', 'abrew002', 'stort001', 'yoshm002', 'narvc002', 'toroa001', 'gonzr003', 'hamid002']"
2025-08-05,MIN,DET,"['marta007', 'wallm001', 'jeffr002', 'clemk001', 'keasl001', 'lewir003', 'larnt001', 'lee-b002', 'vazqc001']","['keitc001', 'vierm001', 'carpk001', 'torks001', 'perew002', 'jonej007', 'mckiz001', 'baezj001', 'rogej004']"
2025-08-05,CHA,SEA,"['taucm001', 'sosal001', 'benia002', 'robel002', 'montc004', 'quere001', 'teelk001', 'baldb001', 'rojaj001']","['arozr001', 'ralec001', 'rodrj007', 'naylj001', 'suare001', 'polaj001', 'canzd001', 'crawj002', 'younc005']"
2025-08-05,NYA,TEX,"['grist001', 'riceb001', 'judga001', 'bellc002', 'chisj001', 'goldp001', 'domij003', 'mcmar001', 'volpa001']","['smitj007', 'seagc001', 'semim001', 'garca005', 'pedej001', 'langw001', 'tellr001', 'heimj001', 'osuna003']"
2025-08-06,SDN,ARI,"['arral001', 'laurr001', 'merrj002', 'machm001', 'ohear001', 'bogax001', 'cronj001', 'iglej001', 'fermf002']","['martk001', 'carrc005', 'perdg001', 'gurrl001', 'lockt001', 'alexb001', 'mccaj001', 'thoma004', 'barrj004']"
2025-08-06,MIL,ATL,"['frels001', 'contw002', 'colli001', 'yelic001', 'vauga001', 'perkb002', 'turab002', 'seiga001', 'ortij005']","['white006', 'albio001', 'olsom001', 'ozunm001', 'murps001', 'profj001', 'harrm004', 'alvan001', 'allen002']"
2025-08-06,CIN,CHN,"['friet001', 'stees001', 'delae003', 'haysa001', 'lux-g001', 'stept001', 'martn004', 'fralj001', 'hayek001']","['hoern001', 'turnj001', 'suzus001', 'kellc002', 'crowp001', 'castw003', 'happi001', 'swand001', 'shawm002']"
2025-08-06,TOR,COL,"['schnd001', 'cleme002', 'guerv002', 'bichb001', 'frant002', 'kennb002', 'luken001', 'heint001', 'stram002']","['freet001', 'monim001', 'tovae001', 'beckj003', 'bernw002', 'ferny001', 'fulfb001', 'amada001', 'farmk001']"
2025-08-06,SLN,LAN,"['donob001', 'herri001', 'burla001', 'nootl001', 'winnm001', 'gormn001', 'walkj003', 'pagep001', 'scotv001']","['ohtas001', 'bettm001', 'smitw003', 'freef001', 'hernt002', 'pagea001', 'rojam002', 'calla002', 'freea001']"
2025-08-06,HOU,MIA,"['corrc001', 'sancj003', 'altuj001', 'walkc002', 'carav001', 'diazy004', 'tramt001', 'smitc010', 'dubom001']","['edwax001', 'stowk001', 'ramia004', 'hickl001', 'lopeo001', 'marsj002', 'hernh001', 'johnt003', 'paulg001']"
2025-08-06,CLE,NYN,"['kwans001', 'marta008', 'ramij003', 'fry-d001', 'santc002', 'ariag002', 'kayfc001', 'roccb001', 'hedga001']","['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'vienm001', 'mcnej002', 'mullc002', 'torrl001', 'batyb001']"
2025-08-06,BAL,PHI,"['hollj003', 'westj002', 'hendg002', 'rutsa001', 'jackj002', 'mayoc001', 'cowsc001', 'carld002', 'jacka002']","['turnt001', 'schwk001', 'harpb003', 'castn001', 'badeh001', 'kempo001', 'sosae001', 'wilsw002', 'marcr001']"
2025-08-06,SFN,PIT,"['ramoh002', 'dever001', 'adamw002', 'chapm001', 'schmc003', 'encaj002', 'lee-j001', 'kossc001', 'kniza001']","['pegul001', 'phamt001', 'reynb001', 'gonzn001', 'mccua001', 'bartj003', 'canaa001', 'trioj001', 'kinei001']"
2025-08-06,ATH,WAS,"['langs001', 'kurtn001', 'rookb001', 'bledj001', 'sodet001', 'hernd006', 'butll001', 'urshg001', 'schum002']","['abrac001', 'woodj004', 'dejop001', 'bellj005', 'lowen001', 'housb001', 'adamr004', 'hassr002', 'younj004']"
2025-08-06,TBA,ANA,"['simpc001', 'diazy001', 'camij001', 'loweb001', 'kim-h002', 'deluj001', 'lowej002', 'morec001', 'fortn001']","['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'ohopl001', 'rengl001', 'moorc002', 'teodb001']"
2025-08-06,KCA,BOS,"['yastm001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'fraza001', 'indij001', 'ravej001', 'isbek001']","['anthr001', 'brega001', 'stort001', 'duraj001', 'gonzr003', 'abrew002', 'yoshm002', 'rafac001', 'wongc001']"
2025-08-06,MIN,DET,"['rodea001', 'wallm001', 'jeffr002', 'clemk001', 'keasl001', 'lewir003', 'lee-b002', 'julie001', 'gaspm001']","['keitc001', 'torrg001', 'carpk001', 'torks001', 'greer003', 'perew002', 'dingd001', 'mckiz001', 'vierm001']"
2025-08-06,CHA,SEA,"['taucm001', 'sosal001', 'benia002', 'robel002', 'montc004', 'meadc001', 'teelk001', 'taylm002', 'baldb001']","['arozr001', 'ralec001', 'rodrj007', 'naylj001', 'suare001', 'polaj001', 'canzd001', 'crawj002', 'younc005']"
2025-08-06,NYA,TEX,"['grist001', 'riceb001', 'judga001', 'bellc002', 'chisj001', 'domij003', 'volpa001', 'mcmar001', 'wella002']","['haggs001', 'seagc001', 'semim001', 'garca005', 'langw001', 'jungj001', 'higak001', 'smitj007', 'durae002']"
2025-08-07,MIA,ATL,"['edwax001', 'stowk001', 'ramia004', 'hickl001', 'lopeo001', 'marsj002', 'wagae001', 'johnt003', 'paulg001']","['profj001', 'olsom001', 'baldd001', 'ozunm001', 'harrm004', 'albio001', 'white006', 'ornej001', 'allen002']"
2025-08-07,CIN,PIT,"['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'stees001', 'martn004', 'trevj001', 'hayek001']","['horws001', 'gonzn001', 'reynb001', 'cruzo001', 'mccua001', 'suwij001', 'trioj001', 'davih001', 'kinei001']"
2025-08-07,ATH,WAS,"['langs001', 'kurtn001', 'rookb001', 'maciw001', 'sodet001', 'hernd006', 'thomc005', 'urial001', 'schum002']","['abrac001', 'woodj004', 'dejop001', 'garcl006', 'adamr004', 'lowen001', 'liled001', 'younj004', 'hassr002']"
2025-08-07,CHA,SEA,"['taucm001', 'sosal001', 'benia002', 'robel002', 'montc004', 'meadc001', 'quere001', 'baldb001', 'taylm002']","['arozr001', 'ralec001', 'rodrj007', 'naylj001', 'suare001', 'polaj001', 'garvm001', 'canzd001', 'crawj002']"
2025-08-08,COL,ARI,"['freet001', 'tovae001', 'goodh001', 'beckj003', 'monim001', 'bernw002', 'doylb001', 'karrk001', 'amada001']","['martk001', 'carrc005', 'perdg001', 'gurrl001', 'lockt001', 'alexb001', 'mccaj001', 'barrj004', 'kaisc001']"
2025-08-08,MIA,ATL,"['edwax001', 'stowk001', 'ramia004', 'hernh001', 'lopeo001', 'marsj002', 'johnt003', 'myerd001', 'paulg001']","['profj001', 'olsom001', 'baldd001', 'ozunm001', 'harrm004', 'albio001', 'white006', 'alvan001', 'allen002']"
2025-08-08,TOR,LAN,"['schnd001', 'cleme002', 'guerv002', 'bichb001', 'kirka001', 'barga001', 'frant002', 'varsd001', 'stram002']","['ohtas001', 'bettm001', 'freef001', 'smitw003', 'muncm001', 'hernt002', 'confm001', 'pagea001', 'freea001']"
2025-08-08,NYN,MIL,"['lindf001', 'sotoj001', 'alonp001', 'nimmb001', 'marts002', 'mcnej002', 'alvaf001', 'maurr002', 'mullc002']","['frels001', 'contw002', 'colli001', 'yelic001', 'vauga001', 'perkb002', 'turab002', 'durbc002', 'ortij005']"
2025-08-08,CIN,PIT,"['friet001', 'mclam001', 'delae003', 'haysa001', 'lux-g001', 'andum001', 'stept001', 'fralj001', 'hayek001']","['horws001', 'phamt001', 'reynb001', 'cruzo001', 'suwij001', 'trioj001', 'pegul001', 'davih001', 'kinei001']"
2025-08-08,BOS,SDN,"['anthr001', 'brega001', 'duraj001', 'stort001', 'yoshm002', 'toroa001', 'abrew002', 'rafac001', 'wongc001']","['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'ohear001', 'laurr001', 'cronj001', 'diaze005']"
2025-08-08,WAS,SFN,"['woodj004', 'abrac001', 'housb001', 'lowen001', 'bellj005', 'hassr002', 'milld003', 'tenaj001', 'younj004']","['ramoh002', 'dever001', 'adamw002', 'smitd008', 'chapm001', 'lee-j001', 'schmc003', 'bailp001', 'gilbd001']"
2025-08-08,CHN,SLN,"['buscm003', 'suzus001', 'tuckk001', 'happi001', 'crowp001', 'kellc002', 'castw003', 'hoern001', 'swand001']","['donob001', 'herri001', 'contw001', 'burla001', 'winnm001', 'walkj003', 'saggt001', 'pagep001', 'hampg001']"
2025-08-08,ATH,BAL,"['cortc001', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'hernd006', 'butll001', 'urshg001', 'urial001']","['hollj003', 'westj002', 'hendg002', 'rutsa001', 'mounr001', 'nodar001', 'mayoc001', 'alleg002', 'carld002']"
2025-08-08,CLE,CHA,"['kwans001', 'schnd002', 'ramij003', 'manzk001', 'santc002', 'ariag002', 'naylb001', 'kayfc001', 'roccb001']","['taucm001', 'sosal001', 'benia002', 'robel002', 'montc004', 'meadc001', 'teelk001', 'taylm002', 'baldb001']"
2025-08-08,ANA,DET,"['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'rengl001', 'ohopl001', 'moorc002', 'teodb001']","['keitc001', 'torrg001', 'carpk001', 'torks001', 'perew002', 'greer003', 'dingd001', 'mckiz001', 'baezj001']"
2025-08-08,KCA,MIN,"['yastm001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'fraza001', 'indij001', 'ravej001', 'isbek001']","['rodea001', 'wallm001', 'jeffr002', 'clemk001', 'keasl001', 'lewir003', 'lee-b002', 'julie001', 'gaspm001']"
2025-08-08,HOU,NYA,"['penaj004', 'sancj003', 'altuj001', 'corrc001', 'walkc002', 'diazy004', 'tramt001', 'dubom001', 'smitc010']","['grist001', 'riceb001', 'judga001', 'bellc002', 'chisj001', 'domij003', 'volpa001', 'mcmar001', 'wella002']"
2025-08-08,TBA,SEA,"['simpc001', 'loweb001', 'camij001', 'lowej002', 'petet002', 'mangj001', 'feduh001', 'wallt003', 'grayt001']","['arozr001', 'ralec001', 'rodrj007', 'polaj001', 'suare001', 'canzd001', 'solad001', 'crawj002', 'younc005']"
2025-08-08,PHI,TEX,"['turnt001', 'schwk001', 'harpb003', 'realj001', 'castn001', 'marsb002', 'keplm001', 'kempo001', 'stotb001']","['haggs001', 'seagc001', 'semim001', 'langw001', 'jungj001', 'garca005', 'burgj001', 'higak001', 'durae002']"
2025-08-09,COL,ARI,"['freet001', 'tovae001', 'goodh001', 'beckj003', 'bernw002', 'doylb001', 'karrk001', 'fulfb001', 'farmk001']","['carrc005', 'martk001', 'perdg001', 'gurrl001', 'delca001', 'lockt001', 'thoma004', 'alexb001', 'herrj003']"
2025-08-09,MIA,ATL,"['edwax001', 'stowk001', 'ramia004', 'hickl001', 'marsj002', 'myerd001', 'johnt003', 'sanoj001', 'paulg001']","['profj001', 'olsom001', 'baldd001', 'murps001', 'harrm004', 'albio001', 'white006', 'alvan001', 'allen002']"
2025-08-09,MIA,ATL,"['edwax001', 'stowk001', 'ramia004', 'lopeo001', 'marsj002', 'hernh001', 'wagae001', 'paulg001', 'hilld002']","['profj001', 'olsom001', 'baldd001', 'ozunm001', 'harrm004', 'albio001', 'brujv001', 'willl001', 'allen002']"
2025-08-09,TOR,LAN,"['schnd001', 'cleme002', 'guerv002', 'bichb001', 'kirka001', 'frant002', 'varsd001', 'kennb002', 'stram002']","['ohtas001', 'bettm001', 'freef001', 'muncm001', 'hernt002', 'pagea001', 'confm001', 'freea001', 'rushd001']"
2025-08-09,NYN,MIL,"['lindf001', 'sotoj001', 'marts002', 'alonp001', 'nimmb001', 'vienm001', 'mcnej002', 'alvaf001', 'mullc002']","['frels001', 'colli001', 'contw002', 'yelic001', 'vauga001', 'perkb002', 'turab002', 'seiga001', 'ortij005']"
2025-08-09,CIN,PIT,"['friet001', 'mclam001', 'delae003', 'andum001', 'lux-g001', 'stees001', 'stept001', 'martn004', 'hayek001']","['horws001', 'phamt001', 'reynb001', 'cruzo001', 'mccua001', 'gonzn001', 'bartj003', 'pegul001', 'trioj001']"
2025-08-09,BOS,SDN,"['anthr001', 'brega001', 'duraj001', 'stort001', 'yoshm002', 'toroa001', 'abrew002', 'rafac001', 'wongc001']","['tatif002', 'arral001', 'machm001', 'merrj002', 'bogax001', 'ohear001', 'laurr001', 'cronj001', 'fermf002']"
2025-08-09,WAS,SFN,"['woodj004', 'abrac001', 'dejop001', 'bellj005', 'adamr004', 'milld003', 'liled001', 'housb001', 'younj004']","['ramoh002', 'dever001', 'adamw002', 'smitd008', 'chapm001', 'lee-j001', 'schmc003', 'gilbd001', 'kniza001']"
2025-08-09,CHN,SLN,"['buscm003', 'suzus001', 'tuckk001', 'kellc002', 'crowp001', 'happi001', 'hoern001', 'swand001', 'shawm002']","['nootl001', 'herri001', 'burla001', 'contw001', 'winnm001', 'gormn001', 'walkj003', 'pozoy001', 'saggt001']"
2025-08-09,ATH,BAL,"['butll001', 'langs001', 'kurtn001', 'rookb001', 'sodet001', 'bledj001', 'hernd006', 'urial001', 'urshg001']","['hollj003', 'westj002', 'hendg002', 'rutsa001', 'mounr001', 'mayoc001', 'jackj002', 'carld002', 'alleg002']"
2025-08-09,CLE,CHA,"['kwans001', 'schnd002', 'ramij003', 'manzk001', 'naylb001', 'ariag002', 'kayfc001', 'roccb001', 'jonen002']","['sosal001', 'quere001', 'robel002', 'meadc001', 'teelk001', 'taylm002', 'julkc001', 'amayj001', 'baldb001']"
2025-08-09,ANA,DET,"['netoz001', 'schan001', 'troum001', 'wardt002', 'moncy001', 'adelj001', 'rengl001', 'darnt001', 'campg001']","['vierm001', 'torrg001', 'jonej007', 'torks001', 'perew002', 'ibana001', 'dingd001', 'baezj001', 'rogej004']"
2025-08-09,KCA,MIN,"['garcm003', 'wittb002', 'pasqv001', 'peres002', 'gricr001', 'yastm001', 'indij001', 'loftn001', 'isbek001']","['marta007', 'jeffr002', 'keasl001', 'lewir003', 'clemk001', 'mccuc001', 'lee-b002', 'gaspm001', 'rodea001']"
2025-08-09,HOU,NYA,"['penaj004', 'sancj003', 'altuj001', 'corrc001', 'walkc002', 'diazy004', 'tramt001', 'uriar001', 'mccoc001']","['goldp001', 'judga001', 'bellc002', 'stanm004', 'riceb001', 'volpa001', 'grist001', 'cabaj001', 'mcmar001']"
2025-08-09,TBA,SEA,"['diazy001', 'loweb001', 'lowej002', 'camij001', 'simpc001', 'feduh001', 'kim-h002', 'petet002', 'grayt001']","['arozr001', 'ralec001', 'rodrj007', 'naylj001', 'suare001', 'polaj001', 'canzd001', 'crawj002', 'younc005']"
2025-08-09,PHI,TEX,"['turnt001', 'schwk001', 'harpb003', 'realj001', 'marsb002', 'badeh001', 'keplm001', 'sosae001', 'stotb001']","['haggs001', 'seagc001', 'semim001', 'langw001', 'jungj001', 'garca005', 'burgj001', 'heimj001', 'durae002']"
2025-08-10,COL,ARI,"['monim001', 'tovae001', 'goodh001', 'bernw002', 'karrk001', 'doylb001', 'ferny001', 'fulfb001', 'amada001']","['carrc005', 'martk001', 'perdg001', 'gurrl001', 'delca001', 'lockt001', 'thoma004', 'mccaj001', 'alexb001']"
2025-08-10,MIA,ATL,"['edwax001', 'hernh001', 'stowk001', 'lopeo001', 'myerd001', 'wagae001', 'hilld002', 'hickl001', 'sanoj001']","['profj001', 'olsom001', 'ozunm001', 'murps001', 'harrm004', 'albio001', 'white006', 'alvan001', 'allen002']"
2025-08-10,TOR,LAN,"['luken001', 'bichb001', 'guerv002', 'barga001', 'frant002', 'varsd001', 'cleme002', 'lopej008', 'heint001']","['ohtas001', 'bettm001', 'smitw003', 'freef001', 'hernt002', 'pagea001', 'muncm001', 'rojam002', 'calla002']"
2025-08-10,NYN,MIL,"['lindf001', 'sotoj001', 'nimmb001', 'alonp001', 'mcnej002', 'maurr002', 'mullc002', 'batyb001', 'torrl001']","['durbc002', 'colli001', 'contw002', 'vauga001', 'perkb002', 'monaa001', 'jansd001', 'lockb001', 'ortij005']"
2025-08-10,CIN,PIT,"['friet001', 'lux-g001', 'delae003', 'andum001', 'haysa001', 'martn004', 'stees001', 'trevj001', 'hayek001']","['horws001', 'phamt001', 'reynb001', 'cruzo001', 'gonzn001', 'suwij001', 'trioj001', 'davih001', 'kinei001']"
2025-08-10,BOS,SDN,"['anthr001', 'brega001', 'duraj001', 'stort001', 'yoshm002', 'gonzr003', 'abrew002', 'rafac001', 'wongc001']","['tatif002', 'arral001', 'machm001', 'ohear001', 'bogax001', 'merrj002', 'laurr001', 'cronj001', 'fermf002']"
2025-08-10,WAS,SFN,"['woodj004', 'abrac001', 'bellj005', 'dejop001', 'lowen001', 'adamr004', 'liled001', 'housb001', 'younj004']","['ramoh002', 'dever001', 'adamw002', 'florw001', 'chapm001', 'schmc003', 'lee-j001', 'bailp001', 'gilbd001']"
2025-08-10,CHN,SLN,"['buscm003', 'suzus001', 'tuckk001', 'kellc002', 'crowp001', 'happi001', 'hoern001', 'swand001', 'shawm002']","['winnm001', 'herri001', 'contw001', 'burla001', 'walkj003', 'gormn001', 'saggt001', 'pagep001', 'scotv001']"
2025-08-10,ATH,BAL,"['langs001', 'rookb001', 'kurtn001', 'thomc005', 'hernd006', 'bledj001', 'urshg001', 'maciw001', 'schum002']","['hollj003', 'westj002', 'hendg002', 'rutsa001', 'mounr001', 'jackj002', 'jacka002', 'alleg002', 'adamj003']"
2025-08-10,CLE,CHA,"['kwans001', 'schnd002', 'ramij003', 'manzk001', 'ariag002', 'marta008', 'kayfc001', 'roccb001', 'hedga001']","['taucm001', 'sosal001', 'benia002', 'robel002', 'montc004', 'meadc001', 'teelk001', 'baldb001', 'rojaj001']"
2025-08-10,ANA,DET,"['netoz001', 'schan001', 'troum001', 'wardt002', 'adelj001', 'rengl001', 'ohopl001', 'moorc002', 'teodb001']","['keitc001', 'torrg001', 'carpk001', 'greer003', 'torks001', 'mckiz001', 'dingd001', 'sweet001', 'baezj001']"
2025-08-10,KCA,MIN,"['yastm001', 'garcm003', 'pasqv001', 'peres002', 'fraza001', 'indij001', 'ravej001', 'maill001', 'isbek001']","['marta007', 'clemk001', 'jeffr002', 'keasl001', 'rodea001', 'larnt001', 'lee-b002', 'gaspm001', 'fitzr001']"
2025-08-10,HOU,NYA,"['penaj004', 'corrc001', 'altuj001', 'walkc002', 'carav001', 'sancj003', 'smitc010', 'dubom001', 'mccoc001']","['grist001', 'riceb001', 'judga001', 'bellc002', 'chisj001', 'domij003', 'volpa001', 'mcmar001', 'wella002']"
2025-08-10,TBA,SEA,"['simpc001', 'diazy001', 'loweb001', 'camij001', 'lowej002', 'feduh001', 'kim-h002', 'mangj001', 'petet002']","['arozr001', 'ralec001', 'rodrj007', 'naylj001', 'suare001', 'polaj001', 'garvm001', 'canzd001', 'crawj002']"
2025-08-10,PHI,TEX,"['turnt001', 'schwk001', 'harpb003', 'realj001', 'castn001', 'badeh001', 'sosae001', 'stotb001', 'wilsw002']","['smitj007', 'seagc001', 'semim001', 'pedej001', 'garca005', 'langw001', 'tellr001', 'jungj001', 'higak001']"
2025-08-11,PHI,CIN,"['turnt001', 'schwk001', 'harpb003', 'realj001', 'castn001', 'badeh001', 'kempo001', 'sosae001', 'wilsw002']","['friet001', 'stees001', 'delae003', 'andum001', 'lux-g001', 'martn004', 'stept001', 'mclam001', 'hayek001']"
2025-08-11,PIT,MIL,"['pegul001', 'phamt001', 'reynb001', 'gonzn001', 'mccua001', 'canaa001', 'bartj003', 'trioj001', 'kinei001']","['turab002', 'colli001', 'contw002', 'yelic001', 'vauga001', 'durbc002', 'frels001', 'lockb001', 'ortij005']"
2025-08-11,SDN,SFN,"['tatif002', 'arral001', 'machm001', 'ohear001', 'merrj002', 'bogax001', 'sheeg001', 'cronj001', 'fermf002']","['ramoh002', 'dever001', 'adamw002', 'smitd008', 'chapm001', 'lee-j001', 'bailp001', 'kossc001', 'gilbd001']"
2025-08-11,COL,SLN,"['freet001', 'tovae001', 'goodh001', 'beckj003', 'monim001', 'bernw002', 'karrk001', 'doylb001', 'amada001']","['nootl001', 'herri001', 'burla001', 'contw001', 'winnm001', 'gormn001', 'saggt001', 'pagep001', 'scotv001']"
2025-08-11,LAN,ANA,"['ohtas001', 'bettm001', 'freef001', 'smitw003', 'muncm001', 'pagea001', 'confm001', 'freea001', 'calla002']","['netoz001', 'schan001', 'troum001', 'wardt002', 'moncy001', 'adelj001', 'rengl001', 'darnt001', 'teodb001']"
2025-08-11,TBA,ATH,"['kim-h002', 'diazy001', 'loweb001', 'camij001', 'peree005', 'lowej002', 'morec001', 'fortn001', 'simpc001']","['butll001', 'rookb001', 'kurtn001', 'langs001', 'sodet001', 'hernd006', 'bledj001', 'urial001', 'schum002']"
2025-08-11,DET,CHA,"['torrg001', 'carpk001', 'perew002', 'torks001', 'greer003', 'ibana001', 'dingd001', 'mckiz001', 'baezj001']","['taucm001', 'sosal001', 'benia002', 'robel002', 'montc004', 'meadc001', 'teelk001', 'taylm002', 'baldb001']"
2025-08-11,BOS,HOU,"['anthr001', 'brega001', 'duraj001', 'stort001', 'abrew002', 'gonzr003', 'toroa001', 'rafac001', 'narvc002']","['penaj004', 'corrc001', 'altuj001', 'walkc002', 'diazy004', 'uriar001', 'dubom001', 'mccoc001', 'smitc010']"
2025-08-11,WAS,KCA,"['woodj004', 'abrac001', 'dejop001', 'bellj005', 'lowen001', 'adamr004', 'liled001', 'garcl006', 'younj004']","['yastm001', 'wittb002', 'pasqv001', 'garcm003', 'peres002', 'fraza001', 'gricr001', 'loftn001', 'isbek001']"
2025-08-11,MIN,NYA,"['buxtb001', 'clemk001', 'jeffr002', 'keasl001', 'larnt001', 'lee-b002', 'lewir003', 'julie001', 'fitzr001']","['grist001', 'judga001', 'bellc002', 'stanm004', 'riceb001', 'chisj001', 'goldp001', 'mcmar001', 'volpa001']"
2025-08-11,ARI,TEX,"['carrc005', 'martk001', 'perdg001', 'gurrl001', 'delca001', 'lockt001', 'thoma004', 'alexb001', 'mccaj003']","['smitj007', 'seagc001', 'semim001', 'pedej001', 'langw001', 'tellr001', 'garca005', 'jungj001', 'heimj001']"
